method,energy_frac,rwdim,rrdim,nldim,nsr,nqp,time,error
EQPGlobal,0.9,2,3,3,,50,0.142496216,0.1010139714101931
EQP,0.9,2,3,3,20,20,0.06139764900000001,0.1011223443339737
SOPT,0.9,2,3,3,20,132,0.335510718,0.09867174432253437
gappy-POD,0.9,2,3,3,20,160,0.405359249,0.09542024093040533
QDEIM,0.9,2,3,3,20,160,0.4132205,0.1013793649736895
EQP,0.9,2,3,3,40,40,0.083714649,0.101007502690141
SOPT,0.9,2,3,3,40,280,0.6830102229999999,0.09867174432253437
gappy-POD,0.9,2,3,3,40,320,0.734011369,0.09564051053166724
QDEIM,0.9,2,3,3,40,320,0.711646047,0.1020392204893477
EQP,0.9,2,3,3,60,50,0.09432934000000001,0.1010139714101931
SOPT,0.9,2,3,3,60,424,0.92564177,0.09867174432253437
gappy-POD,0.9,2,3,3,60,464,1.011676983,0.09636247651873256
QDEIM,0.9,2,3,3,60,480,1.023681639,0.1026497601256473
EQP,0.9,2,3,3,80,50,0.09609883900000001,0.1010139714101931
SOPT,0.9,2,3,3,80,556,1.197521901,0.0986717533775331
gappy-POD,0.9,2,3,3,80,596,1.279859639,0.09726445234699603
QDEIM,0.9,2,3,3,80,560,1.187703054,0.1026892296762518
EQP,0.9,2,3,3,100,50,0.096237794,0.1010139714101931
SOPT,0.9,2,3,3,100,636,1.388181741,0.09867210668190816
gappy-POD,0.9,2,3,3,100,736,1.570935439,0.09771638012423275
QDEIM,0.9,2,3,3,100,632,1.334407333,0.1028089509311051
EQP,0.9,2,3,3,120,50,0.09427745200000001,0.1010139714101931
SOPT,0.9,2,3,3,120,696,1.608174312,0.09867302113898442
gappy-POD,0.9,2,3,3,120,896,1.865354563,0.09771873708894958
QDEIM,0.9,2,3,3,120,712,1.469360499,0.1031557684758124
EQP,0.9,2,3,3,140,50,0.096038602,0.1010139714101931
SOPT,0.9,2,3,3,140,776,1.648047789,0.09867406875196516
gappy-POD,0.9,2,3,3,140,972,2.049967345,0.09915628199985896
QDEIM,0.9,2,3,3,140,788,1.651335633,0.1028975845082973
EQP,0.9,2,3,3,160,50,0.095137465,0.1010139714101931
SOPT,0.9,2,3,3,160,856,1.946337743,0.09867680279376229
gappy-POD,0.9,2,3,3,160,1052,2.186364078,0.09939168938457332
QDEIM,0.9,2,3,3,160,868,1.900512005,0.1029599072295583
EQP,0.9,2,3,3,180,50,0.093896463,0.1010139714101931
SOPT,0.9,2,3,3,180,932,1.959118689,0.09867938223905841
gappy-POD,0.9,2,3,3,180,1168,2.399861827,0.0998331347922731
QDEIM,0.9,2,3,3,180,916,2.016755124,0.1028107224663252
EQP,0.9,2,3,3,200,50,0.09375889700000001,0.1010139714101931
SOPT,0.9,2,3,3,200,1012,2.141701447,0.09879917786036929
gappy-POD,0.9,2,3,3,200,1276,2.762818117,0.1001540645134607
QDEIM,0.9,2,3,3,200,1060,2.098005375,0.1090982000245759
EQP,0.9,2,3,3,220,50,0.140368516,0.1010139714101931
SOPT,0.9,2,3,3,220,1092,2.273363859,0.09880148839645235
gappy-POD,0.9,2,3,3,220,1340,2.713780641,0.1001892816820699
QDEIM,0.9,2,3,3,220,1212,2.38594094,0.110054400315739
EQP,0.9,2,3,3,240,50,0.1411980269999999,0.1010139714101931
SOPT,0.9,2,3,3,240,1140,2.367289226,0.0988073555025004
gappy-POD,0.9,2,3,3,240,1376,2.793589421,0.1006264159000515
QDEIM,0.9,2,3,3,240,1268,2.515478934,0.1099757910198041
EQP,0.9,2,3,3,260,50,0.09422523099999991,0.1010139714101931
SOPT,0.9,2,3,3,260,1220,2.560505092,0.09901696822844423
gappy-POD,0.9,2,3,3,260,1432,2.881597384,0.1006460914446698
QDEIM,0.9,2,3,3,260,1284,2.552633559,0.1101716443910935
EQP,0.9,2,3,3,280,50,0.093742749,0.1010139714101931
SOPT,0.9,2,3,3,280,1308,2.717534965,0.0992390996594361
gappy-POD,0.9,2,3,3,280,1544,3.141143239,0.100624629757006
QDEIM,0.9,2,3,3,280,1344,2.662822915,0.1102018395404109
EQP,0.9,2,3,3,300,50,0.09404061799999996,0.1010139714101931
SOPT,0.9,2,3,3,300,1364,2.860658663,0.09929633774233472
gappy-POD,0.9,2,3,3,300,1664,3.517286465,0.1005636942676274
QDEIM,0.9,2,3,3,300,1392,2.740177277,0.1101105392754206
EQP,0.9,2,3,3,320,50,0.09850524400000001,0.1010139714101931
SOPT,0.9,2,3,3,320,1440,3.018250384,0.09946123977235571
gappy-POD,0.9,2,3,3,320,1756,3.563327305,0.1005336556676321
QDEIM,0.9,2,3,3,320,1400,2.741985071,0.1099909981759375
EQP,0.9,2,3,3,340,50,0.09550979200000001,0.1010139714101931
SOPT,0.9,2,3,3,340,1520,3.163067689,0.09950916857750451
gappy-POD,0.9,2,3,3,340,1832,3.662575376,0.1005560190264124
QDEIM,0.9,2,3,3,340,1488,2.976720025,0.1073351324127587
EQP,0.9,2,3,3,360,50,0.09319181900000001,0.1010139714101931
SOPT,0.9,2,3,3,360,1604,3.353015947,0.09981709164746234
gappy-POD,0.9,2,3,3,360,1920,3.856155297,0.1005930725182758
QDEIM,0.9,2,3,3,360,1584,3.116698189,0.1056910550980658
EQP,0.9,2,3,3,380,50,0.09572448,0.1010139714101931
SOPT,0.9,2,3,3,380,1684,3.463740175,0.1000066207463045
gappy-POD,0.9,2,3,3,380,1972,3.990093788,0.1005191891924943
QDEIM,0.9,2,3,3,380,1608,3.229228957,0.1050788625707098
EQP,0.9,2,3,3,400,50,0.096818764,0.1010139714101931
SOPT,0.9,2,3,3,400,1732,3.683358162,0.100257591893606
gappy-POD,0.9,2,3,3,400,2068,4.256386375,0.1006579322543985
QDEIM,0.9,2,3,3,400,1656,3.284346826,0.1041853369186165
EQP,0.9,2,3,3,420,50,0.09426371,0.1010139714101931
SOPT,0.9,2,3,3,420,1820,3.706833616,0.1008617105952129
gappy-POD,0.9,2,3,3,420,2128,4.277804158,0.1007954341193376
QDEIM,0.9,2,3,3,420,1720,3.464390898,0.1035752410711106
EQP,0.9,2,3,3,440,50,0.105234921,0.1010139714101931
SOPT,0.9,2,3,3,440,1896,3.923314598,0.1011927424981693
gappy-POD,0.9,2,3,3,440,2196,4.393258054,0.1008663011294458
QDEIM,0.9,2,3,3,440,1724,3.478428564,0.1036205637772368
EQP,0.9,2,3,3,460,50,0.09504740399999989,0.1010139714101931
SOPT,0.9,2,3,3,460,1972,4.084686767,0.1011934435155454
gappy-POD,0.9,2,3,3,460,2284,4.628879768,0.1008838033786965
QDEIM,0.9,2,3,3,460,1768,3.560711619,0.10334782787712
EQP,0.9,2,3,3,480,50,0.092739723,0.1010139714101931
SOPT,0.9,2,3,3,480,2072,4.310402954,0.1018960185910087
gappy-POD,0.9,2,3,3,480,2384,5.096917162,0.1008795477867637
QDEIM,0.9,2,3,3,480,1860,3.771956641,0.1037149924355094
EQP,0.9,2,3,3,500,50,0.09426405799999993,0.1010139714101931
SOPT,0.9,2,3,3,500,2168,4.437241665,0.1024291356670497
gappy-POD,0.9,2,3,3,500,2464,4.982993421,0.1010864248990436
QDEIM,0.9,2,3,3,500,1880,3.811826875,0.1039939166774583
EQP,0.9,2,3,3,520,50,0.0949947699999999,0.1010139714101931
SOPT,0.9,2,3,3,520,2268,4.59730841,0.1030515375608023
gappy-POD,0.9,2,3,3,520,2556,5.106959,0.1010406893692471
QDEIM,0.9,2,3,3,520,1936,3.848274689,0.1037983469471928
EQP,0.9,2,3,3,540,50,0.09424737700000001,0.1010139714101931
SOPT,0.9,2,3,3,540,2364,4.743097008,0.103659901466302
gappy-POD,0.9,2,3,3,540,2624,5.547857901,0.1011226605506849
QDEIM,0.9,2,3,3,540,1944,3.922443367,0.1038796079623735
EQP,0.9,2,3,3,560,50,0.09275153100000001,0.1010139714101931
SOPT,0.9,2,3,3,560,2412,4.937089002,0.1035634889107645
gappy-POD,0.9,2,3,3,560,2624,5.312914743,0.10115046167748
QDEIM,0.9,2,3,3,560,1972,3.889991884,0.1034997012662066
EQP,0.9,2,3,3,580,50,0.100551798,0.1010139714101931
SOPT,0.9,2,3,3,580,2484,5.034842912,0.1033207339060948
gappy-POD,0.9,2,3,3,580,2704,5.768452941,0.1013209317938886
QDEIM,0.9,2,3,3,580,2008,3.986586986,0.1032151033983109
EQP,0.9,2,3,3,600,50,0.09429726100000001,0.1010139714101931
SOPT,0.9,2,3,3,600,2564,5.170438488,0.1033235336964682
gappy-POD,0.9,2,3,3,600,2752,5.565718882,0.101244673809867
QDEIM,0.9,2,3,3,600,2072,4.140354198,0.1028003267001992
EQP,0.9,2,3,3,620,50,0.099788373,0.1010139714101931
SOPT,0.9,2,3,3,620,2656,5.36845796,0.1032143737489658
gappy-POD,0.9,2,3,3,620,2812,5.605760604,0.1011433878874576
QDEIM,0.9,2,3,3,620,2224,4.435080958,0.1025301269676491
EQP,0.9,2,3,3,640,50,0.128855346,0.1010139714101931
SOPT,0.9,2,3,3,640,2700,5.523867489,0.1031168221213357
gappy-POD,0.9,2,3,3,640,2900,5.880174862,0.1012512737620246
QDEIM,0.9,2,3,3,640,2368,4.724650064,0.1023613128549095
EQP,0.9,2,3,3,660,50,0.09453247000000001,0.1010139714101931
SOPT,0.9,2,3,3,660,2780,5.612647184,0.1037057965304306
gappy-POD,0.9,2,3,3,660,2912,5.875778136,0.1012704696577912
QDEIM,0.9,2,3,3,660,2452,4.920573245,0.1022761636729144
EQP,0.9,2,3,3,680,50,0.095031454,0.1010139714101931
SOPT,0.9,2,3,3,680,2856,5.654034644,0.1040609380184429
gappy-POD,0.9,2,3,3,680,2944,5.952527467,0.1012293254844168
QDEIM,0.9,2,3,3,680,2544,5.114297424,0.1022623539036303
EQP,0.9,2,3,3,700,50,0.09596140800000001,0.1010139714101931
SOPT,0.9,2,3,3,700,2908,5.801462294,0.1044440641265816
gappy-POD,0.9,2,3,3,700,3008,6.003987195,0.1012488643971587
QDEIM,0.9,2,3,3,700,2624,5.265790274,0.1022245326514709
EQP,0.9,2,3,3,720,50,0.09314857099999996,0.1010139714101931
SOPT,0.9,2,3,3,720,2976,6.197236239,0.1048514964214987
gappy-POD,0.9,2,3,3,720,3040,6.091410354,0.1012497301664471
QDEIM,0.9,2,3,3,720,2736,5.471532249,0.1022090970097683
EQP,0.9,2,3,3,740,50,0.09510864300000001,0.1010139714101931
SOPT,0.9,2,3,3,740,3052,6.193384328,0.1053195437584954
gappy-POD,0.9,2,3,3,740,3136,6.360731726,0.1012262885327114
QDEIM,0.9,2,3,3,740,2784,5.612390696,0.1021153039213427
EQP,0.9,2,3,3,760,50,0.09625120300000001,0.1010139714101931
SOPT,0.9,2,3,3,760,3100,6.603385025,0.1047100144270186
gappy-POD,0.9,2,3,3,760,3168,6.36349472,0.1013450364968893
QDEIM,0.9,2,3,3,760,2864,5.742670718,0.1020969209100833
EQP,0.9,2,3,3,780,50,0.09581946600000001,0.1010139714101931
SOPT,0.9,2,3,3,780,3172,6.420083533,0.1047524782983221
gappy-POD,0.9,2,3,3,780,3216,6.407741791,0.1013437412025691
QDEIM,0.9,2,3,3,780,2944,5.920300597,0.1020951682910693
EQP,0.9,2,3,3,800,50,0.09571552400000001,0.1010139714101931
SOPT,0.9,2,3,3,800,3240,6.499315004,0.1048040791505646
gappy-POD,0.9,2,3,3,800,3296,6.636827339,0.1013205489898183
QDEIM,0.9,2,3,3,800,3020,6.017605666,0.1021600569531398
EQP,0.9,2,3,3,820,50,0.143206193,0.1010139714101931
SOPT,0.9,2,3,3,820,3304,6.558790765,0.1045006424915815
gappy-POD,0.9,2,3,3,820,3344,6.806975265,0.1013139319246066
QDEIM,0.9,2,3,3,820,3088,6.252342359,0.102175909172948
EQP,0.9,2,3,3,840,50,0.09494748600000001,0.1010139714101931
SOPT,0.9,2,3,3,840,3344,6.766961677,0.1045249833189437
gappy-POD,0.9,2,3,3,840,3360,6.783990108,0.101268099587423
QDEIM,0.9,2,3,3,840,3172,6.280096718,0.1021867734604685
EQP,0.9,2,3,3,860,50,0.09449183100000001,0.1010139714101931
SOPT,0.9,2,3,3,860,3408,6.74351577,0.1045501623314597
gappy-POD,0.9,2,3,3,860,3400,6.862564842,0.101382814222863
QDEIM,0.9,2,3,3,860,3232,6.378988006,0.1021885948040905
EQP,0.9,2,3,3,880,50,0.09466052800000001,0.1010139714101931
SOPT,0.9,2,3,3,880,3484,6.97422151,0.1046879663551014
gappy-POD,0.9,2,3,3,880,3476,6.969459923,0.101390335885967
QDEIM,0.9,2,3,3,880,3284,6.45370211,0.1021766594324151
EQP,0.9,2,3,3,900,50,0.09518048000000001,0.1010139714101931
SOPT,0.9,2,3,3,900,3512,7.025913412,0.1042888359013128
gappy-POD,0.9,2,3,3,900,3536,7.49703495,0.1013798623718532
QDEIM,0.9,2,3,3,900,3332,6.602341709,0.102146199114062
EQP,0.9,2,3,3,920,50,0.09500098600000001,0.1010139714101931
SOPT,0.9,2,3,3,920,3548,7.102939687,0.1043399314207415
gappy-POD,0.9,2,3,3,920,3568,7.108247683,0.1013806939099297
QDEIM,0.9,2,3,3,920,3380,6.773767247,0.102130759502626
EQP,0.9,2,3,3,940,50,0.1395023809999999,0.1010139714101931
SOPT,0.9,2,3,3,940,3568,7.087835787,0.104048869731999
gappy-POD,0.9,2,3,3,940,3608,7.133261711,0.1014280805155337
QDEIM,0.9,2,3,3,940,3432,6.760675044,0.1021217855570657
EQP,0.9,2,3,3,960,50,0.09363044500000001,0.1010139714101931
SOPT,0.9,2,3,3,960,3588,7.042469379,0.1039529085216882
gappy-POD,0.9,2,3,3,960,3632,7.306617528,0.1014082655378173
QDEIM,0.9,2,3,3,960,3472,6.744635402,0.1021102932116279
EQP,0.9,2,3,3,980,50,0.098550572,0.1010139714101931
SOPT,0.9,2,3,3,980,3612,7.205507141,0.104088598229025
gappy-POD,0.9,2,3,3,980,3676,7.275090698,0.1015002208027949
QDEIM,0.9,2,3,3,980,3512,6.799785177,0.1020757602711071
EQP,0.9,2,3,3,1000,50,0.09673221400000001,0.1010139714101931
SOPT,0.9,2,3,3,1000,3652,7.454198268,0.1038205801852997
gappy-POD,0.9,2,3,3,1000,3712,7.344966883,0.101578355085231
QDEIM,0.9,2,3,3,1000,3536,6.851072935,0.1020553565275533
EQP,0.9,2,3,3,1020,50,0.09642682200000001,0.1010139714101931
SOPT,0.9,2,3,3,1020,3700,7.414268298,0.1037974017125287
gappy-POD,0.9,2,3,3,1020,3744,7.906580633,0.1015782485170523
QDEIM,0.9,2,3,3,1020,3536,7.122199428,0.1020669256385595
EQP,0.9,2,3,3,1040,50,0.09414568100000001,0.1010139714101931
SOPT,0.9,2,3,3,1040,3744,7.327849353,0.1035622896757303
gappy-POD,0.9,2,3,3,1040,3808,7.492218572,0.1016498824738427
QDEIM,0.9,2,3,3,1040,3632,7.114713154,0.1020503956340442
EQPGlobal,0.99,4,5,5,1040,76,0.201980857,0.0120251362009275
EQP,0.99,4,5,5,20,20,0.151434283,0.01199709079409378
SOPT,0.99,4,5,5,20,144,0.409978958,0.01204288817144364
gappy-POD,0.99,4,5,5,20,160,0.506577862,0.01477261423338608
QDEIM,0.99,4,5,5,20,156,0.4284424929999999,0.01265430093537084
EQP,0.99,4,5,5,40,40,0.136229213,0.01200224816004855
SOPT,0.99,4,5,5,40,288,0.729118736,0.01202178292989898
gappy-POD,0.99,4,5,5,40,320,0.789162578,0.01477261423338637
QDEIM,0.99,4,5,5,40,300,0.7379289579999999,0.01240143672259417
EQP,0.99,4,5,5,60,60,0.172654431,0.01202331796460628
SOPT,0.99,4,5,5,60,424,1.112154906,0.01202178292989898
gappy-POD,0.99,4,5,5,60,476,1.12745266,0.01467570523470403
QDEIM,0.99,4,5,5,60,460,1.058454119,0.01252421009710376
EQP,0.99,4,5,5,80,76,0.259173114,0.0120251362009275
SOPT,0.99,4,5,5,80,568,1.37294889,0.01202178292989897
gappy-POD,0.99,4,5,5,80,624,1.452222873,0.01463697850718449
QDEIM,0.99,4,5,5,80,620,1.389260116,0.01260051263606994
EQP,0.99,4,5,5,100,76,0.201134954,0.0120251362009275
SOPT,0.99,4,5,5,100,680,1.620887689,0.01202167449532636
gappy-POD,0.99,4,5,5,100,716,1.617538873,0.01441636486776102
QDEIM,0.99,4,5,5,100,692,1.559047293,0.01252684893402824
EQP,0.99,4,5,5,120,76,0.201081612,0.0120251362009275
SOPT,0.99,4,5,5,120,748,1.680136537,0.01202116910402111
gappy-POD,0.99,4,5,5,120,848,1.887242908,0.01410911275217512
QDEIM,0.99,4,5,5,120,828,1.83319214,0.01257170793522268
EQP,0.99,4,5,5,140,76,0.202644759,0.0120251362009275
SOPT,0.99,4,5,5,140,828,1.861613409,0.01202029969007485
gappy-POD,0.99,4,5,5,140,956,2.128161106,0.01373306692524096
QDEIM,0.99,4,5,5,140,988,2.216086017,0.01257837874617016
EQP,0.99,4,5,5,160,76,0.203511335,0.0120251362009275
SOPT,0.99,4,5,5,160,908,2.042742569,0.01201887230275714
gappy-POD,0.99,4,5,5,160,1072,2.595572361,0.01395876830001244
QDEIM,0.99,4,5,5,160,1136,2.512888336,0.01260404650652659
EQP,0.99,4,5,5,180,76,0.2031823279999999,0.0120251362009275
SOPT,0.99,4,5,5,180,984,2.208617916,0.01201742755395122
gappy-POD,0.99,4,5,5,180,1248,2.77055823,0.01381000897061237
QDEIM,0.99,4,5,5,180,1156,2.556142872,0.01243181793639947
EQP,0.99,4,5,5,200,76,0.202894253,0.0120251362009275
SOPT,0.99,4,5,5,200,1056,2.381052839,0.01201575175041801
gappy-POD,0.99,4,5,5,200,1376,3.087110502,0.01366427613431244
QDEIM,0.99,4,5,5,200,1212,2.743136895,0.01256839794213301
EQP,0.99,4,5,5,220,76,0.2070322269999999,0.0120251362009275
SOPT,0.99,4,5,5,220,1124,2.504911588,0.01201412124344814
gappy-POD,0.99,4,5,5,220,1344,2.909849804,0.01373089061832706
QDEIM,0.99,4,5,5,220,1276,2.805135832,0.01267668845051364
EQP,0.99,4,5,5,240,76,0.201830251,0.0120251362009275
SOPT,0.99,4,5,5,240,1176,2.621699872,0.01199975195666296
gappy-POD,0.99,4,5,5,240,1440,3.096078278,0.01244261176866354
QDEIM,0.99,4,5,5,240,1328,2.91832448,0.01268437876397024
EQP,0.99,4,5,5,260,76,0.2015200359999999,0.0120251362009275
SOPT,0.99,4,5,5,260,1228,2.751909921,0.01199982847930184
gappy-POD,0.99,4,5,5,260,1520,3.306632199,0.01238986853664289
QDEIM,0.99,4,5,5,260,1392,3.070413459,0.01273933681089854
EQP,0.99,4,5,5,280,76,0.202627601,0.0120251362009275
SOPT,0.99,4,5,5,280,1292,2.82884796,0.01199849004805222
gappy-POD,0.99,4,5,5,280,1584,3.395439914,0.0123508078936024
QDEIM,0.99,4,5,5,280,1468,3.24099387,0.01274038728554288
EQP,0.99,4,5,5,300,76,0.203561843,0.0120251362009275
SOPT,0.99,4,5,5,300,1360,3.054135082,0.01198878244263997
gappy-POD,0.99,4,5,5,300,1620,3.553471989,0.01257672566398743
QDEIM,0.99,4,5,5,300,1508,3.334798231,0.01273036013652889
EQP,0.99,4,5,5,320,76,0.202644826,0.0120251362009275
SOPT,0.99,4,5,5,320,1436,3.170169774,0.01196450762845348
gappy-POD,0.99,4,5,5,320,1664,3.674140227,0.01254728951972864
QDEIM,0.99,4,5,5,320,1560,3.396829044,0.01269515236799184
EQP,0.99,4,5,5,340,76,0.212682335,0.0120251362009275
SOPT,0.99,4,5,5,340,1508,3.499368021,0.01195682927476214
gappy-POD,0.99,4,5,5,340,1824,4.00741596,0.01241181964285896
QDEIM,0.99,4,5,5,340,1588,3.44319745,0.01263767671576186
EQP,0.99,4,5,5,360,76,0.203873571,0.0120251362009275
SOPT,0.99,4,5,5,360,1592,3.47455033,0.0119480964879201
gappy-POD,0.99,4,5,5,360,1776,3.922692166,0.01260284337665662
QDEIM,0.99,4,5,5,360,1660,3.650178575,0.01262402168231665
EQP,0.99,4,5,5,380,76,0.203493634,0.0120251362009275
SOPT,0.99,4,5,5,380,1668,3.678683721,0.01192746013635003
gappy-POD,0.99,4,5,5,380,1952,4.188294816,0.01246346286911939
QDEIM,0.99,4,5,5,380,1668,3.607104509,0.0126250415946961
EQP,0.99,4,5,5,400,76,0.206589198,0.0120251362009275
SOPT,0.99,4,5,5,400,1748,3.974121943,0.01191855178170667
gappy-POD,0.99,4,5,5,400,2000,4.32519824,0.01241496569956578
QDEIM,0.99,4,5,5,400,1688,3.719005215,0.01265699786721367
EQP,0.99,4,5,5,420,76,0.202799443,0.0120251362009275
SOPT,0.99,4,5,5,420,1836,3.995778271,0.01190221590607349
gappy-POD,0.99,4,5,5,420,2064,4.440590863,0.01241696615097449
QDEIM,0.99,4,5,5,420,1692,3.717713969,0.01266820047536357
EQP,0.99,4,5,5,440,76,0.205078867,0.0120251362009275
SOPT,0.99,4,5,5,440,1888,4.077168629,0.01190162701266492
gappy-POD,0.99,4,5,5,440,2128,4.619306332,0.01237984265385045
QDEIM,0.99,4,5,5,440,1696,3.71737966,0.01268033648513998
EQP,0.99,4,5,5,460,76,0.203016109,0.0120251362009275
SOPT,0.99,4,5,5,460,1948,4.271206227,0.01190122728786121
gappy-POD,0.99,4,5,5,460,2160,4.719887042,0.01245630177709983
QDEIM,0.99,4,5,5,460,1696,3.728660115,0.01268188315004007
EQP,0.99,4,5,5,480,76,0.204218145,0.0120251362009275
SOPT,0.99,4,5,5,480,2020,4.480791164,0.0118955398542028
gappy-POD,0.99,4,5,5,480,2240,4.853499213,0.01245483574379952
QDEIM,0.99,4,5,5,480,1696,3.726467509,0.01267424681634525
EQP,0.99,4,5,5,500,76,0.203139783,0.0120251362009275
SOPT,0.99,4,5,5,500,2100,4.560145212,0.01188194090669065
gappy-POD,0.99,4,5,5,500,2272,4.871644449,0.0124941558175435
QDEIM,0.99,4,5,5,500,1696,3.696735327,0.01267461616821657
EQP,0.99,4,5,5,520,76,0.202606184,0.0120251362009275
SOPT,0.99,4,5,5,520,2172,4.726417107,0.01188764757884621
gappy-POD,0.99,4,5,5,520,2320,5.025666775,0.0124972178540754
QDEIM,0.99,4,5,5,520,1700,3.65572603,0.01267515983143624
EQP,0.99,4,5,5,540,76,0.203193059,0.0120251362009275
SOPT,0.99,4,5,5,540,2244,4.887197683,0.01187264989822524
gappy-POD,0.99,4,5,5,540,2352,5.092561849,0.01248594367476992
QDEIM,0.99,4,5,5,540,1736,3.808059874,0.01271093920979765
EQP,0.99,4,5,5,560,76,0.202594678,0.0120251362009275
SOPT,0.99,4,5,5,560,2312,4.898005441,0.01187547311220423
gappy-POD,0.99,4,5,5,560,2400,5.110278091,0.01247808477678965
QDEIM,0.99,4,5,5,560,1768,3.868952645,0.01273250191812891
EQP,0.99,4,5,5,580,76,0.2056448049999999,0.0120251362009275
SOPT,0.99,4,5,5,580,2396,5.182138149,0.01186912767607136
gappy-POD,0.99,4,5,5,580,2408,5.111020587,0.01246078386526881
QDEIM,0.99,4,5,5,580,1824,4.012214133,0.01270145505978606
EQP,0.99,4,5,5,600,76,0.204288617,0.0120251362009275
SOPT,0.99,4,5,5,600,2448,5.286475323,0.01185593375184874
gappy-POD,0.99,4,5,5,600,2496,5.340200969,0.01241572555734914
QDEIM,0.99,4,5,5,600,1964,4.257620741,0.01263938102996523
EQP,0.99,4,5,5,620,76,0.204073028,0.0120251362009275
SOPT,0.99,4,5,5,620,2532,5.404920139,0.01183988836413456
gappy-POD,0.99,4,5,5,620,2592,5.452376384,0.01239817444792781
QDEIM,0.99,4,5,5,620,2124,4.483548459,0.01251476786589806
EQP,0.99,4,5,5,640,76,0.200797277,0.0120251362009275
SOPT,0.99,4,5,5,640,2616,5.576512521,0.01188610823153172
gappy-POD,0.99,4,5,5,640,2624,5.516920474,0.01238351800873505
QDEIM,0.99,4,5,5,640,2260,4.835313653,0.01248451683790635
EQP,0.99,4,5,5,660,76,0.211916745,0.0120251362009275
SOPT,0.99,4,5,5,660,2688,5.71948479,0.01190157537496517
gappy-POD,0.99,4,5,5,660,2688,5.71935893,0.01236034264338966
QDEIM,0.99,4,5,5,660,2316,4.936196395,0.01248216492199483
EQP,0.99,4,5,5,680,76,0.202047609,0.0120251362009275
SOPT,0.99,4,5,5,680,2756,5.967363384,0.01188958868642335
gappy-POD,0.99,4,5,5,680,2720,6.140237948,0.01234723943403393
QDEIM,0.99,4,5,5,680,2316,4.946697463,0.01248315547273302
EQP,0.99,4,5,5,700,76,0.202877731,0.0120251362009275
SOPT,0.99,4,5,5,700,2848,6.455380919,0.01188641697501835
gappy-POD,0.99,4,5,5,700,2752,5.747103901,0.01234650592313725
QDEIM,0.99,4,5,5,700,2328,5.02468228,0.01247879860996047
EQP,0.99,4,5,5,720,76,0.258350314,0.0120251362009275
SOPT,0.99,4,5,5,720,2916,6.333287153,0.0119230163540007
gappy-POD,0.99,4,5,5,720,2816,5.96737584,0.01233956343045636
QDEIM,0.99,4,5,5,720,2348,4.988908782,0.01246886119783806
EQP,0.99,4,5,5,740,76,0.200431833,0.0120251362009275
SOPT,0.99,4,5,5,740,2976,6.361796952,0.01193097991741188
gappy-POD,0.99,4,5,5,740,2928,6.253883661,0.01231222172644388
QDEIM,0.99,4,5,5,740,2476,5.372735203,0.01246000296908079
EQP,0.99,4,5,5,760,76,0.202073596,0.0120251362009275
SOPT,0.99,4,5,5,760,3036,6.54447751,0.0119265512044699
gappy-POD,0.99,4,5,5,760,2944,6.212528621,0.01231451239828791
QDEIM,0.99,4,5,5,760,2576,5.487726346,0.01245681110093265
EQP,0.99,4,5,5,780,76,0.200995106,0.0120251362009275
SOPT,0.99,4,5,5,780,3100,6.668158146,0.01197550621870465
gappy-POD,0.99,4,5,5,780,2992,6.386529376,0.01230254816349384
QDEIM,0.99,4,5,5,780,2720,5.794154351,0.0124487600539464
EQP,0.99,4,5,5,800,76,0.200520817,0.0120251362009275
SOPT,0.99,4,5,5,800,3152,6.767307535,0.01196062765472336
gappy-POD,0.99,4,5,5,800,3072,6.527873006,0.01228417969920757
QDEIM,0.99,4,5,5,800,2772,5.913502819,0.01244735223454011
EQP,0.99,4,5,5,820,76,0.257583339,0.0120251362009275
SOPT,0.99,4,5,5,820,3208,7.190528166,0.01195271840823211
gappy-POD,0.99,4,5,5,820,3072,6.574990345,0.01228553213382013
