method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
qdeim,0.1,5,10,73,110,75,16.586895,8.748613,2.03631,4.90123e-05,0.0211426,0.00226652
gnat,0.1,5,10,73,110,75,10.620155,6.520958,,0.086213,7.95534,2.14738
clsdopt,0.1,5,10,73,110,80,9.330180,7.906705,2.29209,0.0206464,0.408518,6.62972e-05
clsqdeim,0.1,5,10,73,110,80,27.784374,29.109095,,0.0341195,5.81525,1.06405
clsgnat,0.1,5,10,73,110,80,36.246305,22.591242,,nan,nan,nan
dopt,0.1,5,10,73,110,80,9.323058,6.467016,2.08097,0.0206466,0.408518,6.63473e-05
qdeim,0.1,5,10,73,110,80,40.018530,9.023289,2.13201,4.15643e-05,0.0119222,0.00112847
gnat,0.1,5,10,73,110,80,10.951068,5.819491,,0.0862061,7.99042,2.17907
clsdopt,0.1,5,10,73,110,85,9.042288,7.013252,2.3487,0.0206465,0.408518,6.62953e-05
clsqdeim,0.1,5,10,73,110,85,22.372003,25.112974,,0.0373378,6.39023,1.42211
clsgnat,0.1,5,10,73,110,85,33.552572,18.471691,,2.33433e+43,3.59919e+59,nan
dopt,0.1,5,10,73,110,85,9.158493,6.532331,2.14612,0.0206465,0.408518,6.63295e-05
qdeim,0.1,5,10,73,110,85,16.507180,9.062147,2.15864,4.04369e-05,0.0104641,0.00112213
gnat,0.1,5,10,73,110,85,9.585088,6.527538,,0.0862078,7.98725,2.17194
clsdopt,0.1,5,10,73,110,90,8.773150,7.087195,2.31091,0.0206465,0.408518,6.62954e-05
clsqdeim,0.1,5,10,73,110,90,24.265884,31.601984,,0.0380315,6.06833,1.34317
clsgnat,0.1,5,10,73,110,90,32.054401,17.838089,,1.89362e+31,1.7136e+47,7.65693e+92
dopt,0.1,5,10,73,110,90,8.425018,6.215623,2.20179,0.0206466,0.408518,6.63292e-05
qdeim,0.1,5,10,73,110,90,16.664250,8.576367,2.23711,2.6329e-05,0.00654031,0.00080847
gnat,0.1,5,10,73,110,90,9.298069,5.500186,,0.0862056,7.98748,2.18362
clsdopt,0.1,5,10,73,110,95,8.483163,7.518606,2.34627,0.0206464,0.408517,6.6297e-05
clsqdeim,0.1,5,10,73,110,95,22.135983,31.341109,,0.0281197,5.62401,1.20368
clsgnat,0.1,5,10,73,110,95,24.519037,17.561839,,nan,nan,nan
dopt,0.1,5,10,73,110,95,7.645577,5.879840,2.22122,0.0206466,0.408518,6.63309e-05
qdeim,0.1,5,10,73,110,95,13.024214,8.791585,2.26643,2.41182e-05,0.00525878,0.000755312
gnat,0.1,5,10,73,110,95,8.520862,4.928104,,0.0862193,8.00477,2.23784
clsdopt,0.1,5,10,73,110,100,7.688506,6.203932,2.4467,0.0206465,0.408517,6.62955e-05
clsqdeim,0.1,5,10,73,110,100,22.495889,21.146725,,0.0294896,3.96567,0.613243
clsgnat,0.1,5,10,73,110,100,24.509365,19.552274,,8.58353e+28,3.08395e+44,1.31938e+88
dopt,0.1,5,10,73,110,100,7.274418,6.569216,2.2739,0.020647,0.408518,6.6328e-05
qdeim,0.1,5,10,73,110,100,13.529384,8.571340,2.30768,1.74372e-05,0.00493236,0.000636885
gnat,0.1,5,10,73,110,100,8.049452,4.973141,,0.0862171,8.01784,2.25912
clsdopt,0.1,6,10,91,127,5,96.303993,54.179547,1.91037,0.0206459,0.40851,6.62666e-05
clsqdeim,0.1,6,10,91,127,5,150.857324,81.688592,,0.070178,46.606,93.507
clsgnat,0.1,6,10,91,127,5,762.123039,307.631249,,1.65214e+46,6.98624e+62,nan
dopt,0.1,6,10,91,127,5,84.303823,70.255651,1.59914,0.0206459,0.408495,6.63813e-05
qdeim,0.1,6,10,91,127,5,104.089731,67.146270,,0.0649896,4.3102,1.0738
gnat,0.1,6,10,91,127,5,105.475786,93.830240,,0.0734498,14.1413,10.3613
clsdopt,0.1,6,10,91,127,10,48.174768,42.651405,1.97763,0.0206458,0.408506,6.63109e-05
clsqdeim,0.1,6,10,91,127,10,117.138258,51.408240,,0.0696621,33.472,58.1541
clsgnat,0.1,6,10,91,127,10,220.430119,139.884879,,3.49832e+43,7.39136e+59,nan
dopt,0.1,6,10,91,127,10,38.062297,29.858441,1.69013,0.0206463,0.408506,6.6409e-05
qdeim,0.1,6,10,91,127,10,60.234915,30.409312,,0.0652743,5.62597,1.69545
gnat,0.1,6,10,91,127,10,66.350164,48.352648,,0.0733851,27.259,10.7953
clsdopt,0.1,6,10,91,127,15,36.779577,26.598554,2.00782,0.0206459,0.408506,6.626e-05
clsqdeim,0.1,6,10,91,127,15,76.008128,40.706656,,0.067493,3.75573,3.12811
clsgnat,0.1,6,10,91,127,15,116.590088,107.676268,,2.46099e+32,2.59464e+48,3.22271e+95
dopt,0.1,6,10,91,127,15,33.766048,22.124150,1.68796,0.0206465,0.408517,6.63455e-05
qdeim,0.1,6,10,91,127,15,35.333095,30.228055,,0.0605828,3.12401,0.517624
gnat,0.1,6,10,91,127,15,34.244564,22.851213,,0.0734402,15.0361,10.0044
clsdopt,0.1,6,10,91,127,20,33.160474,30.367709,2.11615,0.0206462,0.408513,6.62659e-05
clsqdeim,0.1,6,10,91,127,20,55.541663,52.058248,,0.0707285,27.4051,38.5514
clsgnat,0.1,6,10,91,127,20,106.739659,84.290440,,0.0985156,1.20802e+11,9.35746e+20
dopt,0.1,6,10,91,127,20,25.469772,20.438827,1.77902,0.0206465,0.408515,6.6325e-05
qdeim,0.1,6,10,91,127,20,35.243704,19.800312,,0.0613478,5.49196,0.517082
gnat,0.1,6,10,91,127,20,30.802719,22.809061,,0.0734101,15.2095,11.8146
clsdopt,0.1,6,10,91,127,25,23.506332,19.189918,2.15224,0.0206462,0.408512,6.62782e-05
clsqdeim,0.1,6,10,91,127,25,51.358198,36.664921,,0.0713986,3.48861,0.61276
clsgnat,0.1,6,10,91,127,25,94.694313,63.810177,,4.75079e+77,nan,nan
dopt,0.1,6,10,91,127,25,21.681637,19.433839,1.91609,0.0206464,0.408512,6.63501e-05
qdeim,0.1,6,10,91,127,25,31.790002,23.648088,,0.0590261,6.05426,2.29832
gnat,0.1,6,10,91,127,25,26.368668,24.420954,,0.0733399,15.5832,14.5925
clsdopt,0.1,6,10,91,127,30,25.664930,19.467910,2.23267,0.0206461,0.408511,6.62848e-05
clsqdeim,0.1,6,10,91,127,30,37.840710,34.140019,,0.0677709,4.84731,0.809745
clsgnat,0.1,6,10,91,127,30,64.018733,55.475736,,9.74822e+65,3.99225e+82,nan
dopt,0.1,6,10,91,127,30,20.885383,16.190657,1.95696,0.0206464,0.40851,6.63496e-05
qdeim,0.1,6,10,91,127,30,28.744386,21.668787,,0.0562451,40.2247,54.7175
gnat,0.1,6,10,91,127,30,18.241336,14.514000,,0.073363,16.5849,14.7253
clsdopt,0.1,6,10,91,127,35,21.710773,17.116353,2.23112,0.0206463,0.408511,6.62832e-05
clsqdeim,0.1,6,10,91,127,35,46.155989,42.953134,,0.0669129,5.20947,0.976882
clsgnat,0.1,6,10,91,127,35,68.287402,68.935000,,3.77012e+70,nan,nan
dopt,0.1,6,10,91,127,35,16.887271,13.287034,1.99953,0.0206466,0.408517,6.63515e-05
qdeim,0.1,6,10,91,127,35,25.063449,23.524674,,0.0435997,7.3721,1.6604
gnat,0.1,6,10,91,127,35,19.764730,15.751158,,0.0733785,14.6855,10.8778
clsdopt,0.1,6,10,91,127,40,18.370014,19.045156,2.32475,0.0206464,0.408513,6.62913e-05
clsqdeim,0.1,6,10,91,127,40,42.850231,35.041216,,0.0665863,5.63994,1.11169
clsgnat,0.1,6,10,91,127,40,57.957205,47.629754,,1.24297e+59,2.97364e+75,nan
dopt,0.1,6,10,91,127,40,16.655234,10.972374,2.10755,0.0206467,0.408515,6.63246e-05
qdeim,0.1,6,10,91,127,40,21.711191,20.739127,,0.0390217,2.52614,0.316102
gnat,0.1,6,10,91,127,40,19.330956,11.316254,,0.0733817,14.4254,10.5287
clsdopt,0.1,6,10,91,127,45,19.038023,12.652807,2.36993,0.0206464,0.408515,6.62884e-05
clsqdeim,0.1,6,10,91,127,45,34.009264,28.456510,,0.0676579,18.6645,15.5998
clsgnat,0.1,6,10,91,127,45,61.262238,45.572332,,6.04086e+72,nan,nan
dopt,0.1,6,10,91,127,45,13.402514,13.190713,2.15806,0.0206467,0.408514,6.6328e-05
qdeim,0.1,6,10,91,127,45,24.068829,16.020094,,0.040032,2.41692,0.306995
gnat,0.1,6,10,91,127,45,14.603779,9.969481,,0.0733674,15.398,11.9418
clsdopt,0.1,6,10,91,127,50,14.697820,12.384243,2.42215,0.0206464,0.408511,6.62867e-05
clsqdeim,0.1,6,10,91,127,50,36.694570,31.578958,,0.0655361,11.6784,4.99063
clsgnat,0.1,6,10,91,127,50,59.361193,36.743711,,5.20211e+48,8.07057e+64,nan
dopt,0.1,6,10,91,127,50,13.769532,10.849804,2.15823,0.0206467,0.408515,6.63107e-05
qdeim,0.1,6,10,91,127,50,21.415758,22.514964,,0.0404826,2.32786,0.269638
gnat,0.1,6,10,91,127,50,13.383523,9.580786,,0.073327,17.2294,13.9829
clsdopt,0.1,6,10,91,127,55,12.622647,11.734852,2.46161,0.0206462,0.408508,6.62921e-05
clsqdeim,0.1,6,10,91,127,55,48.316825,31.570556,,0.0664245,21.6259,18.4
clsgnat,0.1,6,10,91,127,55,52.948160,44.522798,,nan,nan,nan
dopt,0.1,6,10,91,127,55,12.421697,9.474260,2.17564,0.0206464,0.408513,6.63164e-05
qdeim,0.1,6,10,91,127,55,20.991848,23.150310,,0.0349101,2.51812,0.299778
gnat,0.1,6,10,91,127,55,12.913305,8.375371,,0.0733794,19.728,17.6592
clsdopt,0.1,6,10,91,127,60,13.399148,10.955641,2.47501,0.0206462,0.408508,6.62929e-05
clsqdeim,0.1,6,10,91,127,60,26.943640,33.606556,,0.0620783,140.644,5346.02
clsgnat,0.1,6,10,91,127,60,45.319265,30.736395,,3.81946e+70,nan,nan
dopt,0.1,6,10,91,127,60,10.279744,8.625495,2.26673,0.0206464,0.408514,6.63182e-05
qdeim,0.1,6,10,91,127,60,15.802592,25.997876,,0.0297978,3.9069,0.616606
gnat,0.1,6,10,91,127,60,10.906656,8.648010,,0.0733775,20.292,25.8221
clsdopt,0.1,6,10,91,127,65,12.567186,10.851315,2.56878,0.0206462,0.408508,6.62915e-05
clsqdeim,0.1,6,10,91,127,65,52.626644,51.084874,,0.0613925,10.4278,4.7966
clsgnat,0.1,6,10,91,127,65,41.850860,52.224313,,9.63321e+77,nan,nan
dopt,0.1,6,10,91,127,65,11.873263,8.153508,2.34302,0.0206464,0.408514,6.63167e-05
qdeim,0.1,6,10,91,127,65,15.921931,53.186433,,0.0200054,57.8418,119.181
gnat,0.1,6,10,91,127,65,13.466684,11.050275,,0.073461,18.6546,17.9405
clsdopt,0.1,6,10,91,127,70,11.341770,11.620379,2.57073,0.0206462,0.408507,6.62918e-05
clsqdeim,0.1,6,10,91,127,70,35.008906,38.980272,,0.0629669,11.1925,5.84906
clsgnat,0.1,6,10,91,127,70,41.976272,44.910209,,2.02916e+57,1.18298e+73,nan
dopt,0.1,6,10,91,127,70,10.822339,7.970230,2.37988,0.0206465,0.408516,6.62917e-05
qdeim,0.1,6,10,91,127,70,14.537100,31.890303,,0.0148676,1.65934,0.204962
gnat,0.1,6,10,91,127,70,10.542219,9.938596,,0.0733995,20.9459,25.1916
clsdopt,0.1,6,10,91,127,75,11.125890,10.780888,2.60867,0.0206463,0.408507,6.62918e-05
clsqdeim,0.1,6,10,91,127,75,29.681417,24.415649,,0.0621239,8.58165,3.47123
clsgnat,0.1,6,10,91,127,75,40.389636,28.121922,,9.30595e+50,2.89788e+67,nan
dopt,0.1,6,10,91,127,75,10.966467,7.891936,2.39772,0.0206465,0.408517,6.6293e-05
qdeim,0.1,6,10,91,127,75,15.409424,28.491340,,0.0154662,2.22528,0.277172
gnat,0.1,6,10,91,127,75,12.861920,7.834581,,0.073336,23.2293,39.6671
clsdopt,0.1,6,10,91,127,80,9.633822,10.001851,2.72871,0.0206464,0.408507,6.62956e-05
clsqdeim,0.1,6,10,91,127,80,30.665594,22.620912,,0.0571612,10.7068,2.11414
clsgnat,0.1,6,10,91,127,80,36.702104,28.057312,,0.0985711,8.94559e+09,1.5495e+18
dopt,0.1,6,10,91,127,80,10.434509,8.024649,2.42469,0.0206465,0.408516,6.62937e-05
qdeim,0.1,6,10,91,127,80,16.158538,24.629633,,0.0114056,2.17046,0.237454
gnat,0.1,6,10,91,127,80,11.089055,7.244425,,0.0734303,17.5938,15.3268
clsdopt,0.1,6,10,91,127,85,9.745338,8.793919,2.7089,0.0206465,0.408507,6.62924e-05
clsqdeim,0.1,6,10,91,127,85,40.848729,22.265554,,0.0553976,8.37274,3.28666
clsgnat,0.1,6,10,91,127,85,38.060613,25.925044,,0.0985955,1.5461e+10,5.29324e+18
dopt,0.1,6,10,91,127,85,8.596674,7.857378,2.45252,0.0206465,0.408518,6.63038e-05
qdeim,0.1,6,10,91,127,85,13.708038,23.810688,,0.00411437,3.03763,0.395368
gnat,0.1,6,10,91,127,85,10.820155,7.424977,,0.0734216,16.1618,13.1869
clsdopt,0.1,6,10,91,127,90,9.339196,9.924553,2.77141,0.0206466,0.408508,6.62968e-05
clsqdeim,0.1,6,10,91,127,90,26.893328,22.632257,,0.0519119,4.98709,0.705702
clsgnat,0.1,6,10,91,127,90,32.963296,24.188025,,nan,nan,nan
dopt,0.1,6,10,91,127,90,8.385935,7.424198,2.5286,0.0206465,0.408517,6.63035e-05
qdeim,0.1,6,10,91,127,90,13.122944,22.715569,2.6811,0.00253281,0.810624,0.112155
gnat,0.1,6,10,91,127,90,10.179506,7.244896,,0.0733921,17.3024,14.7344
clsdopt,0.1,6,10,91,127,95,8.665554,8.839139,2.82205,0.0206466,0.408509,6.62951e-05
clsqdeim,0.1,6,10,91,127,95,27.742107,20.599776,,0.0490185,4491.06,
clsgnat,0.1,6,10,91,127,95,30.869318,23.613151,,7.10776e+34,3.91134e+51,2.19995e+100
dopt,0.1,6,10,91,127,95,8.507711,7.560636,2.8982,0.0206467,0.408518,6.63031e-05
qdeim,0.1,6,10,91,127,95,15.515741,26.430615,2.50315,0.000358711,0.169007,0.0202755
gnat,0.1,6,10,91,127,95,8.648619,6.577608,,0.0734141,17.3313,15.0835
clsdopt,0.1,6,10,91,127,100,9.013924,8.834376,2.78791,0.0206466,0.408511,6.62837e-05
clsqdeim,0.1,6,10,91,127,100,25.739740,20.624246,,0.0408556,5.34473,0.890051
clsgnat,0.1,6,10,91,127,100,24.259551,24.545126,,0.0986219,1.55292e+10,1.15054e+19
dopt,0.1,6,10,91,127,100,7.979366,7.286828,2.52296,0.0206466,0.408517,6.63019e-05
qdeim,0.1,6,10,91,127,100,11.682778,21.242409,2.45737,0.000324639,0.133601,0.0206655
gnat,0.1,6,10,91,127,100,8.805916,5.728075,,0.0734188,17.0973,14.6541
