method,t,n,ef,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.1,3,0.9999,10,32,72,95,18.015662,6.284037,,0.0348078,2.1879,0.39791
qdeim,0.1,3,0.9999,10,32,72,95,11.874602,4.504806,,0.00930861,3.75708,0.34136
clsqdeim,0.1,3,0.9999,10,32,72,100,17.067652,7.894428,,0.0351934,2.31606,0.474234
qdeim,0.1,3,0.9999,10,32,72,100,11.367835,8.055198,1.98462,0.00132238,0.409108,0.0487909
clsqdeim,0.1,4,0.99999,10,54,90,5,108.499642,30.686671,,0.0625449,17.3852,4.18563
qdeim,0.1,4,0.99999,10,54,90,5,136.176246,28.386140,,0.0547538,2.34435,0.298289
clsqdeim,0.1,4,0.99999,10,54,90,10,62.491156,35.470804,,0.0643319,3.1431,0.523288
qdeim,0.1,4,0.99999,10,54,90,10,49.141787,13.465479,,0.0501886,2.2883,0.284033
clsqdeim,0.1,4,0.99999,10,54,90,15,69.646847,36.367903,,0.0522148,7.82096,1.58669
qdeim,0.1,4,0.99999,10,54,90,15,70.767151,15.627439,,0.038964,3.72563,0.501989
clsqdeim,0.1,4,0.99999,10,54,90,20,41.315983,19.192651,,0.0521686,5.20515,1.6814
qdeim,0.1,4,0.99999,10,54,90,20,28.768344,14.345115,,0.0337411,1.66421,0.167735
clsqdeim,0.1,4,0.99999,10,54,90,25,45.570772,14.223436,,0.0511586,13.0354,8.44172
qdeim,0.1,4,0.99999,10,54,90,25,24.108352,11.354441,,0.00790244,3.04564,0.224094
clsqdeim,0.1,4,0.99999,10,54,90,30,81.730402,16.544002,,0.0469678,8.94017,3.5507
qdeim,0.1,4,0.99999,10,54,90,30,34.273330,10.403176,,0.0250699,1.64913,0.20984
clsqdeim,0.1,4,0.99999,10,54,90,35,33.495116,16.838105,,0.0451577,5.427,1.4952
qdeim,0.1,4,0.99999,10,54,90,35,24.079325,7.912065,,0.0174108,1.83797,0.207119
clsqdeim,0.1,4,0.99999,10,54,90,40,33.931173,11.738092,,0.0377985,4.27816,0.781069
qdeim,0.1,4,0.99999,10,54,90,40,18.705924,7.706718,,0.00610503,2.61249,0.231394
clsqdeim,0.1,4,0.99999,10,54,90,45,78.607813,16.655156,,0.0398581,5.99495,1.22116
qdeim,0.1,4,0.99999,10,54,90,45,21.498572,10.325827,,0.00519168,2.52983,0.232989
clsqdeim,0.1,4,0.99999,10,54,90,50,30.984009,10.823307,,0.0422961,7.46409,1.69029
qdeim,0.1,4,0.99999,10,54,90,50,19.390255,7.313771,,0.00495384,2.57653,0.226715
clsqdeim,0.1,4,0.99999,10,54,90,55,24.241420,9.434653,,0.0380612,3.29657,0.387492
qdeim,0.1,4,0.99999,10,54,90,55,16.488973,7.135494,,0.00401623,19.4303,1.21787
clsqdeim,0.1,4,0.99999,10,54,90,60,38.245346,10.092542,,0.0336401,3.84178,0.385524
qdeim,0.1,4,0.99999,10,54,90,60,20.156592,7.480106,,0.0188253,1.6949,0.184746
clsqdeim,0.1,4,0.99999,10,54,90,65,24.935854,9.609550,,0.0198817,4.98943,1.14205
qdeim,0.1,4,0.99999,10,54,90,65,17.141994,5.893925,,0.00611975,1.74603,0.184097
clsqdeim,0.1,4,0.99999,10,54,90,70,23.399858,10.015380,,0.0192018,2.2962,0.28359
qdeim,0.1,4,0.99999,10,54,90,70,13.930099,6.258807,1.89048,0.00109132,0.147644,0.0156226
clsqdeim,0.1,4,0.99999,10,54,90,75,24.816072,8.712508,,0.015101,2.32601,0.292196
qdeim,0.1,4,0.99999,10,54,90,75,19.053389,6.677968,2.03342,0.000794964,0.40835,0.0498869
clsqdeim,0.1,4,0.99999,10,54,90,80,28.641424,9.131680,,0.0156014,2.68398,0.361651
qdeim,0.1,4,0.99999,10,54,90,80,17.449860,6.192398,1.95054,0.000249623,0.0758787,0.0102371
clsqdeim,0.1,4,0.99999,10,54,90,85,19.193542,8.782567,,0.0201498,3.13423,0.458872
qdeim,0.1,4,0.99999,10,54,90,85,15.858575,5.671032,1.90474,0.000170639,0.0570308,0.00745053
clsqdeim,0.1,4,0.99999,10,54,90,90,85.979470,10.583233,,0.0175402,3.31552,0.529001
qdeim,0.1,4,0.99999,10,54,90,90,21.967060,7.896431,2.021,3.11087e-05,0.0117679,0.0015901
clsqdeim,0.1,4,0.99999,10,54,90,95,17.105088,7.423766,,0.00918819,2.24563,0.271996
qdeim,0.1,4,0.99999,10,54,90,95,16.716195,5.501047,2.08566,4.60812e-05,0.0102587,0.00191244
clsqdeim,0.1,4,0.99999,10,54,90,100,16.862321,8.231350,,0.00753392,1.68134,0.19463
qdeim,0.1,4,0.99999,10,54,90,100,14.744905,5.134054,2.08067,2.80436e-05,0.00671632,0.000899885
